"id","insight","type","sourceTypes","source","userGroup","squads","features","country","status","mentions","quotes","notes","created","lastModified","sentiment","publisher","jira","isNew","unclassified"
"215","The user wants to be able to copy only parts of the answer.","Improvement","Direct Feedback","2025_11_Beck_Feedback_Survey_2,Continous_Direct_Feedback_Distribution","Mixed; Distribution Department","Platform Squad","Research","All","New - Not yet discussed","2","","","2025-11-17","2026-02-02","Negative","Beck Germany","","true","false"
"216","The user wants to be able to use Powerpoint as an Input Document in order to be able to use all their usually used documents as input.","General Feedback","Direct Feedback;Interview Study","Continous_Direct_Feedback_corporate,2025_11_Personas_M_B_Lawfirms","Corporate Law Department; Big Law Firm","Platform Squad","Document Upload","All","Well done - positive feedback outweighs negative","4","","","2025-11-18","2026-02-02","Negative","","","false","false"
"217","The user wants to be supported to efficiently draft contracts.","General Feedback","Direct Feedback","Continous_Direct_Feedback_corporate","Corporate Law Department","Drafting Squad;Platform Squad;AI Squad","","All","Well done - positive feedback outweighs negative","1","","","2025-11-18","2026-02-02","Negative","","","false","true"
"218","The user needs the system to be able to process PDF content as input for the answer.","General Feedback","Direct Feedback","Continous_Direct_Feedback_corporate","Corporate Law Department","Platform Squad","Document Upload","All","New - Not yet discussed","1","","","2025-11-18","2026-02-02","Negative","","","true","false"
"219","The user needs more onboarding for the matrix analysis in order to work with it.","Improvement","Direct Feedback","Continous_Direct_Feedback_corporate,Continous_Direct_Feedback_big_law_firm","Corporate Law Department; Big Law Firm","Platform Squad","Matrix-Analysis","All","New - Not yet discussed","3","","","2025-11-18","2026-03-31","Negative","","","true","false"
"220","The user needs the system to be more resistant to upper and lower case writing.","Improvement","Direct Feedback","Continous_Direct_Feedback_corporate","Corporate Law Department","AI Squad","Research","All","New - Not yet discussed","1","","","2025-11-18","2026-02-02","Negative","","","true","false"
"221","The user needs legislations of different countries to be used for cases that involve international parties.","General Feedback","Direct Feedback;Hackathon;Interview Study","2025_11_Zalando_Hackathon,Continous_Direct_Feedback_corporate,2025_11_Personas_M_B_Lawfirms","Corporate Law Department; Corporate Law Department; Big Law Firm","Platform Squad","","All","Identified - JIRA ticket exists","5","","","2025-11-19","2026-03-09","Negative","","","false","true"
"222","The user expects the tool to be able to translate legal findings into technical/product implications, in order to communicate them efficiently to other (non-legal) parties.","Missing Feature","Hackathon","2025_11_Zalando_Hackathon","Corporate Law Department","AI Squad","all","All","New - Not yet discussed","1","","","2025-11-19","2026-02-02","Negative","","","true","false"
"223","The users expect the tool to know who they are or who they work for and consider that for answer generation.","Missing Feature","Direct Feedback;Hackathon;Interview Study;Usability Testing","2025_11_Zalando_Hackathon,Continous_Direct_Feedback_corporate,2025_12_KnowledgeBase_UCs_Interviews,2025_12_Word_Expectations_Usability,Continous_Direct_Feedback_GovernmentInstitutions","Corporate Law Department; Corporate Law Department; Mixed; Mixed; Government Institutions","Platform Squad","All","All","Identified - JIRA ticket exists","8"," | No user- or context memory; each request starts at zero","","2025-11-20","2026-04-17","Negative","","","false","false"
"224","The users need to be able to easily understand the research output.","Improvement","Direct Feedback","Continous_Direct_Feedback_corporate","Corporate Law Department","AI Squad","Research","All","New - Not yet discussed","1","","","2025-11-20","2026-02-02","Negative","","","true","false"
"225","The user needs the system to indicate legal uncertainty if there are alternative viewpoints or if there are ongoing debates.","Improvement","Direct Feedback","Continous_Direct_Feedback_corporate","Corporate Law Department","AI Squad","Research","All","New - Not yet discussed","1","","","2025-11-20","2026-02-02","Negative","","","true","false"
"226","The user would like to be able to create slide and speaker bulletpoints for a specific topic to transfer that to powerpoint for speeches.","Improvement","Direct Feedback","Continous_Direct_Feedback_corporate","Corporate Law Department","AI Squad","Research","All","New - Not yet discussed","1","","","2025-11-20","2026-02-02","Negative","","","true","false"
"227","The user needs the system to be resistant to the way a prompt is worded.","General Feedback","Direct Feedback","Continous_Direct_Feedback_corporate","Corporate Law Department","AI Squad","Research","All","Well done - positive feedback outweighs negative","1","“Jura ist Präzision, wir wollen das ganz genau haben”","","2025-11-20","2026-02-02","Negative","","","false","false"
"228","The users need more onboarding on how to prompt best.","Missing Feature","Direct Feedback;Interview Study","Continous_Direct_Feedback_corporate,2025_11_Personas_M_B_Lawfirms","Corporate Law Department; Big Law Firm","Platform Squad","Research;Chat","All","Implemented - a solution is released","5","“Dann kann die Schwarmintelligenz dazu führen auch richtig gute Prompts zu erschaffen”.","","2025-11-20","2026-03-23","Negative","","","false","false"
"229","The user wants the system to automatically update matrices with new decisions.","Missing Feature","Direct Feedback","Continous_Direct_Feedback_corporate","Corporate Law Department","","Matrix-Analysis","All","New - Not yet discussed","1","","","2025-11-20","2026-02-02","Negative","","","true","true"
"230","The user would like to be able to work in another chat while the prompt is running.","Missing Feature","Direct Feedback","Continous_Direct_Feedback_corporate","Corporate Law Department","Platform Squad","All","All","New - Not yet discussed","1","","","2025-11-20","2026-02-02","Negative","","","true","false"
"231","The user needs to be able to stop the tool from running in order to correct mistakes.","Missing Feature","Direct Feedback;Interview Study","Continous_Direct_Feedback_corporate,Continous_Publisher_Manz_Noxtua,Continous_Publisher_Swiss_Noxtua,2026_02_Personas_Corporate","Corporate Law Department; Publisher; Publisher; Corporate Law Department","Platform Squad","","All","Identified - JIRA ticket exists","9","""If I could intervene to readjust - 'no, that's not the direction'"" (Corporate Personas) | Lengthy thought processes without control option / e.g. 'cancel' thought process","","2025-11-20","2026-05-01","Negative","Manz","","false","true"
"232","The user needs the tool to comply with data security measures necessary for the data that they work with and to comply with their ""Berufsrecht"".","General Feedback","Direct Feedback;Interview Study","Continous_Direct_Feedback_big_law_firm,2025_11_Personas_M_B_Lawfirms,Continous_Direct_Feedback_Prosecution_Judges","Big Law Firm; Big Law Firm; Prosecution/ Judges","","","All","Well done - positive feedback outweighs negative","10","","","2025-11-30","2026-04-17","Negative","","","false","true"
"233","Answers are too long; users prefer shorter, more concise results.","Improvement","Direct Feedback","Continous_Direct_Feedback_big_law_firm","Big Law Firm","AI Squad","","All","New - Not yet discussed","1","","","2025-11-30","2026-02-02","Negative","","","true","true"
"234","Overall Impression: Beck-Noxtua is currently not competitive with Libra and Legora","General Feedback","Direct Feedback","Continous_Direct_Feedback_big_law_firm","Big Law Firm","","","All","New - Not yet discussed","1","","","2025-11-30","2026-02-02","Negative","","","true","true"
"236","The user needs to be able to access chats over time and from different devices and browsers, so that the history is always accessible.","Missing Feature","Direct Feedback","Continous_Direct_Feedback_big_law_firm,Continous_Direct_Feedback_GovernmentInstitutions","Big Law Firm; Government Institutions","Platform Squad","Research;Encryption","All","New - Not yet discussed","4","","","2025-11-30","2026-03-02","Negative","","","true","false"
"237","No Word plugin was available during beta phase; this was explicitly missed.","Missing Feature","Direct Feedback","Continous_Direct_Feedback_big_law_firm","Big Law Firm","","","All","New - Not yet discussed","1","","","2025-11-30","2026-02-02","Negative","","","true","true"
"238","No playbook function for contract comparisons or template contracts.","Missing Feature","Direct Feedback","Continous_Direct_Feedback_big_law_firm","Big Law Firm","","","All","New - Not yet discussed","1","","","2025-11-30","2026-02-02","Negative","","","true","true"
"239","The users want the tool to integrate into existing systems for file storage.","Missing Feature","Direct Feedback","Continous_Direct_Feedback_big_law_firm","Big Law Firm","Platform Squad","","All","New - Not yet discussed","3","","","2025-11-30","2026-02-02","Negative","","","true","true"
"240","A prompt library as a central working resource","Missing Feature","Direct Feedback","Continous_Direct_Feedback_big_law_firm","Big Law Firm","Platform Squad","","All","New - Not yet discussed","1","","","2025-11-30","2026-02-02","Negative","","","true","true"
"241","Clear guidance options for controlled AI deployment (similar to a data room approach)","Missing Feature","Direct Feedback","Continous_Direct_Feedback_big_law_firm","Big Law Firm","Platform Squad","","All","New - Not yet discussed","1","","","2025-11-30","2026-02-02","Negative","","","true","true"
"242","Stronger linking of references in pleadings or contracts","General Feedback","Direct Feedback","Continous_Direct_Feedback_big_law_firm","Big Law Firm","AI Squad","","All","New - Not yet discussed","1","","","2025-11-30","2026-02-02","Negative","","","true","true"
"243","A follow-up question function implemented within the answer output window.","Missing Feature","Direct Feedback","Continous_Direct_Feedback_corporate","Corporate Law Department","AI Squad","Research","All","New - Not yet discussed","1","","","2025-11-30","2026-02-02","Negative","","","true","false"
"244","The option to compare different documents uploaded within a matrix.","Missing Feature","Direct Feedback","Continous_Direct_Feedback_corporate","Corporate Law Department","","","All","New - Not yet discussed","1","","","2025-11-30","2026-02-02","Negative","","","true","true"
"245","The functions of the matrix are self-explanatory, and the displays are well-structured.","General Feedback","Direct Feedback","Continous_Direct_Feedback_corporate,2025_11_Beck_Feedback_Survey_2","Corporate Law Department; Mixed","","Matrix;Matrix-Analysis;Matrix Analysis","All","Well done - positive feedback outweighs negative","3","","","2025-11-30","2026-03-31","Positive","Beck Germany","","false","true"
"246","The user needs the tool to be able to process also scanned documents.","Improvement","Direct Feedback","Continous_Direct_Feedback_big_law_firm,Continous_Direct_Feedback_small_law_firm","Big Law Firm; Small Law Firm","Platform Squad","Document Upload","All","New - Not yet discussed","2","","","2025-12-01","2026-02-02","Negative","","","true","false"
"247","The user needs to be able to export the entire chat, including all sub-questions.","Missing Feature","Direct Feedback;Interview Study","Continous_Direct_Feedback_small_law_firm,Continous_Direct_Feedback_big_law_firm,2026_02_Personas_Corporate","Small Law Firm; Big Law Firm; Small Law Firm; Corporate Law Department","Platform Squad","Document Upload","All","Identified - JIRA ticket exists","4","""I want to download externally but reload easily, with reasoning included"" (Corporate Personas)","","2025-12-10","2026-05-01","Negative","","","false","true"
"249","An option to set the context window size to 250,000 or higher would be desirable.","Improvement","Direct Feedback","Continous_Direct_Feedback_small_law_firm","Small Law Firm","AI Squad","Research","All","New - Not yet discussed","1","","","2025-12-10","2026-02-02","Negative","","","true","false"
"250","Implement VL capabilities in order to also be able to use floor plans for rental agreements.","Improvement","Direct Feedback","Continous_Direct_Feedback_small_law_firm","Small Law Firm","AI Squad","Research","All","New - Not yet discussed","1","","","2025-12-10","2026-02-02","Negative","","","true","false"
"251","The users want to be able to have the reasoning directly at the changed clause in order to have full transparency for themselves and others.","Missing Feature","Usability Testing","2025_12_Word_Expectations_Usability","Mixed","Drafting Squad","Word-Add-In","All","New - Not yet discussed","3","","","2025-12-15","2026-02-02","Negative","","","true","false"
"252","The user needs the AI to seamlessly integrate into word by inserting and prompting directly in the word environment without additional manual effort on their end.","Improvement","Direct Feedback;Interview Study;Usability Testing","2025_12_Word_Expectations_Usability,Continous_Direct_Feedback_corporate,2026_02_Personas_Corporate","Mixed; Corporate Law Department; Corporate Law Department","Drafting Squad","Word-Add-In","All","Implemented - a solution is released","9","“Ideally, I would like to have the entire workflow in a sidebar: select a clause, have it checked, receive a proposed change, view sources, and jump directly from the sidebar to the Beck database without any media discontinuity.”
""It would be great if you could attach it to an email or paste it in"" (Corporate Personas)","","2025-12-17","2026-05-01","Negative","","","false","false"
"253","The user wants to be able to see the sources of the generated content directly in word in order to have full transparency.","General Feedback","Usability Testing","2025_12_Word_Expectations_Usability","Mixed","Drafting Squad","Word-Add-In","All","Implemented - a solution is released","7","","","2025-12-17","2026-02-02","Negative","","","false","false"
"254","The users want to be able to mark sections within a word document and prompt referring only the selected content.","Missing Feature","Usability Testing","2025_12_Word_Expectations_Usability","Mixed","Drafting Squad","Word-Add-In","All","Implemented - a solution is released","6","","","2025-12-17","2026-02-02","Negative","","","false","false"
"255","The user expects the tool to directly use the words tracked changes feature, so that they themselves keep the overview of the changes and can send it to other parties.","Improvement","Usability Testing","2025_12_Word_Expectations_Usability","Mixed","Drafting Squad","","All","Implemented - a solution is released","7"," | Word-Markup / change mode is not recognized — serious deficiency in contract negotiations","","2025-12-17","2026-02-02","Negative","","","false","true"
"256","The users expect by using the word add in that the formatting templates they use and the formatting that the document has is obeyed by the AI when changes and insertions are made, so that they don't have to fix formatting.","General Feedback","Usability Testing","2025_12_Word_Expectations_Usability","Mixed","Drafting Squad","Word-Add-In","All","Implemented - a solution is released","6","","","2025-12-17","2026-03-09","Negative","","","false","false"
"257","The users expect the word-add-in to be intuitive and offer guidance so that they don't have to watch tutorials to be able to use it.","General Feedback","Usability Testing","2025_12_Word_Expectations_Usability","Mixed","Drafting Squad","Word-Add-In","All","New - Not yet discussed","3","Said that colleagues already have „enough difficulty introducing AI into their life, which shouldn't be made extra hard by giving them extra effort to learn"". ","","2025-12-17","2026-02-02","Positive","","","true","false"
"258","The users expect the research functionality to be available through the word interface within the word-plug-in, in order to avoid switching touchpoints if they want to research something while working on a document.","General Feedback","","[]","","Drafting Squad","Word-Add-In","All","Well done - positive feedback outweighs negative","6","","","2025-12-17","2026-02-02","Negative","","","false","false"
"259","The user expects each change suggestion to come with a reasoning, why it should be changed in this way, in order to make an informed decision on the change.","Missing Feature","Usability Testing","2025_12_Word_Expectations_Usability","Mixed","Drafting Squad;AI Squad","Word-Add-In","All","New - Not yet discussed","4","","","2025-12-17","2026-02-02","Negative","","","true","false"
"260","The user expects change suggestions to come with the supporting law of the reason for the change, to see which source it was derived from.","Missing Feature","Usability Testing","2025_12_Word_Expectations_Usability","Mixed","Drafting Squad;AI Squad","Word-Add-In","All","New - Not yet discussed","1","","","2025-12-17","2026-02-02","Negative","","","true","false"
"261","The user needs to be able to get an overview of all changes to evaluate them in context, to be able to make a decision on each of the changes.","Missing Feature","Usability Testing","2025_12_Word_Expectations_Usability","Mixed","Drafting Squad","Word-Add-In","All","New - Not yet discussed","1","","","2025-12-17","2026-02-02","Negative","","","true","false"
"262","The user needs to be able to preview changes before they are applied in the document in order to feel in control and be able to individually review them.","Idea","Usability Testing","2025_12_Word_Expectations_Usability","Mixed","Drafting Squad","Word-Add-In","All","New - Not yet discussed","3","“I find it good that I can look at it separately first and then... So that nothing accidentally gets in or I overlook something.” ","","2025-12-17","2026-02-02","Mixed","","","true","false"
"263","The users wish to be able to have transparency of why changes have been made even after inserting them into the document in order to allow themselves or another party to have full transparency into reasoning.","Missing Feature","Usability Testing","2025_12_Word_Expectations_Usability","Mixed","Drafting Squad","Word-Add-In","All","New - Not yet discussed","3","","","2025-12-17","2026-02-02","Negative","","","true","false"
"264","The user would like to be able to apply all changes after reviewing them, in order to not have to approve each one individually.","Improvement","Usability Testing","2025_12_Word_Expectations_Usability","Mixed","Drafting Squad","Word-Add-In","All","New - Not yet discussed","1","","","2025-12-17","2026-02-02","Negative","","","true","false"
"265","The user needs the tool to be able to offer automatic insertion or preview of changes for manual approval in order to be able to work efficiently in all cases.","Missing Feature","Usability Testing","2025_12_Word_Expectations_Usability","Mixed","Drafting Squad","Word-Add-In","All","New - Not yet discussed","3","“For me it depends on the quality of the changes. If its high, then an auto modus would be better. But if I have to revert all changes and make further changes anyways, I think I would prefer to preview.” ","","2025-12-17","2026-02-02","Negative","","","true","false"
"266","The user needs to be able to lock parts of a document so that they are not edited by the AI anymore.","Missing Feature","Direct Feedback;Usability Testing","2025_12_Word_Expectations_Usability,Continous_Direct_Feedback_corporate","Mixed; Corporate Law Department","Drafting Squad","Word-Add-In;Canvas","All","New - Not yet discussed","3","","","2025-12-17","2026-02-02","Negative","","","true","false"
"267","The user would like to be able to tell the tool how harsh or lenient the AI should be when reviewing and suggesting changes to a document.","Missing Feature","Usability Testing","2025_12_Word_Expectations_Usability","Mixed","Drafting Squad;AI Squad","Word-Add-In","All","New - Not yet discussed","1","","","2025-12-17","2026-02-02","Negative","","","true","false"
"268","The user expects the tool to adjust the drafting to individual style and preferences.","Missing Feature","Interview Study","2025_11_Personas_M_B_Lawfirms","Big Law Firm","Drafting Squad;AI Squad","Personalization ","All","Identified - JIRA ticket exists","5","","Personlization as holistic topic should be looked into. ","2025-12-17","2026-04-20","Negative","","","false","false"
"269","The user needs to be able disable tracking changes so that they can quickly iterate from scratch until they have a solid state from which they then want to track the essentiell changes being made.","General Feedback","Usability Testing","2025_12_Word_Expectations_Usability","Mixed","Drafting Squad","Word-Add-In","All","New - Not yet discussed","4","“So at the moment when I’m creating a draft [from scratch], it might actually not be so clever to have all changes directly always in Track Changes mode, because creation often has a different speed there.” ","","2025-12-17","2026-02-02","Negative","","","true","false"
"270","The user wants to know which file is affected if one of the files can't be read.","Improvement","Direct Feedback","Continous_Direct_Feedback_big_law_firm","Big Law Firm","Platform Squad","Error Management","All","New - Not yet discussed","1","","","2026-01-02","2026-02-02","Negative","","","true","false"
"271","The user expects a clear distinction between thinking process and content output in order to navigate the result.","Improvement","Direct Feedback","Continous_Direct_Feedback_big_law_firm,Continous_Direct_Feedback_corporate,Continous_Publisher_Manz_Noxtua","Big Law Firm; Corporate Law Department; Publisher","Platform Squad","Thinking Process;Design","All","Implemented - a solution is released","5","","","2026-01-02","2026-03-16","Negative","Manz","","false","false"
"272","The user need the document drafting to be more detailed in order to be able to continue working with the generated document.","Improvement","Direct Feedback","Continous_Direct_Feedback_big_law_firm","Big Law Firm","Drafting Squad;AI Squad","Canvas;Word-Add-In","All","New - Not yet discussed","1","","","2026-01-02","2026-02-02","Negative","","","true","false"
"273","The user would like to be supported in drafting answers to a request in understandable language.","General Feedback","Direct Feedback","Continous_Direct_Feedback_GovernmentInstitutions","Government Institutions","","","All","Well done - positive feedback outweighs negative","2","","","2026-01-19","2026-02-02","Negative","","","false","true"
"274","User wish for a seamless integration of all features within the tool (e.g. Workflows, matrix, Chat).","Improvement","Direct Feedback;Interview Study;Online Survey","Continous_Direct_Feedback_big_law_firm,2025_11_Personas_M_B_Lawfirms,2026_01_Workflow_Expectations_Interview,Continous_Direct_Feedback_corporate,2026_Feedback_Survey_3","Big Law Firm; Big Law Firm; Mixed; Corporate Law Department; Mixed","Design;Platform Squad","Matrix;Research;Workflows","All","Identified - JIRA ticket exists","15","","","2026-01-19","2026-04-13","Negative","","","false","false"
"275","User would like to have an admin view where they can see metrics of usage behaviour in their company in order to target trainings and licenses accordingly,","Missing Feature","Direct Feedback","Continous_Direct_Feedback_big_law_firm","Big Law Firm","Platform Squad","","All","New - Not yet discussed","3","","","2026-01-19","2026-02-25","Negative","","","true","true"
"276","The user needs the tool to use further external data sources.","Missing Feature","Direct Feedback;Interview Study","Continous_Direct_Feedback_big_law_firm,2026_01_Workflow_Expectations_Interview,Continous_Direct_Feedback_corporate,Continous_Direct_Feedback_Prosecution_Judges","Big Law Firm; Mixed; Corporate Law Department; Prosecution/ Judges","Platform Squad;AI Squad","Research;Workflows","All","Identified - JIRA ticket exists","6","","","2026-01-19","2026-04-17","Negative","","","false","false"
"277","The user needs a possibility to connect the individual steps of a workflow  with each other or with decision points.","General Feedback","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","4","","","2026-01-28","2026-02-10","Negative","","","true","false"
"278","The user wants a tool case that already involves example e.g. prompts / steps which they can reuse or adjust to their needs.","Missing Feature","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","3","","","2026-01-28","2026-02-02","Negative","","","true","false"
"279","The user wants to be able to add prompts to  a tool case which they can reuse or adjust to their needs.","General Feedback","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","2","","","2026-01-28","2026-02-10","Negative","","","true","false"
"280","The user would like to be able to assign specific documents to a workflow/ step within a workflow.","Missing Feature","Interview Study","2026_01_Workflow_Expectations_Interview,2025_12_KnowledgeBase_UCs_Interviews","Mixed; Mixed","Workflow Squad;Platform Squad","Workflows;Knowledge Base","All","Implemented - a solution is released","5","","","2026-01-28","2026-04-13","Negative","","","false","false"
"281","The user would like to be able to create workflows in cooperation with the tool  by e.g. prompting an intial workflow that is set up by the tool.","Missing Feature","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","Identified - JIRA ticket exists","5","","","2026-01-28","2026-04-13","Negative","","","false","false"
"282","The user would like to be able to improve  an existing workflow  in cooperation with noxtua by  active prompting.","Idea","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","2","","","2026-01-28","2026-02-02","Mixed","","","true","false"
"283","The user would like to be able to improve  an existing workflow  in cooperation with noxtua by e.g. getting recommendations.","Idea","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","2","","","2026-01-28","2026-02-02","Mixed","","","true","false"
"284","The user needs to be able to create decision points for their workflows.","General Feedback","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","2","","","2026-01-28","2026-02-02","Negative","","","true","false"
"285","The user needs a dashboard or a whiteboard on which I can insert single prompts which all can be integrated into one workflow.","General Feedback","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","2","","","2026-01-28","2026-02-02","Negative","","","true","false"
"286","The user needs to be able to (re-)name the individual workflows.","General Feedback","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","2","","","2026-01-28","2026-02-10","Negative","","","true","false"
"287","The user would like to be able to define triggers, which would lead to starting the workflow.","General Feedback","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","2","","","2026-01-28","2026-02-10","Negative","","","true","false"
"288","The user would like to have the option to set the trigger for the workflow to manual.","General Feedback","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","1","","","2026-01-28","2026-02-02","Negative","","","true","false"
"289","The user would like to be able to create/ adjust a workflow using drag & drop to make it es effortless as possible.","General Feedback","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","2","","","2026-01-28","2026-02-10","Negative","","","true","false"
"290","The user would like to predefine in the workflow which specific parts of a template should be adjusted/ filled based on the input.","General Feedback","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","1","","","2026-01-28","2026-02-02","Negative","","","true","false"
"291","The user would like to get suggestions for new workflows based on his usage of the AI.","Missing Feature","Interview Study","2026_01_Workflow_Expectations_Interview,2025_11_Personas_M_B_Lawfirms","Mixed; Big Law Firm","Workflow Squad","Workflows","All","New - Not yet discussed","2","","","2026-01-28","2026-02-02","Negative","","","true","false"
"292","The user would like the AI to suggest next logical steps based on the already existing ones in a workflow.","General Feedback","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","1","","","2026-01-28","2026-02-02","Negative","","","true","false"
"293","The user would like to stay in control and decide whether they want suggestions for workflow improvements from the AI or not.","General Feedback","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","1","","","2026-01-28","2026-02-02","Negative","","","true","false"
"294","The user would like to only provide the input for the workflow and then to have it run autonomously.","General Feedback","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","4","","","2026-01-28","2026-02-10","Negative","","","true","false"
"295","The user needs to be able to retrace the results of  every step of the workflow, in order to double check results.","General Feedback","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","3","","","2026-01-28","2026-02-02","Negative","","","true","false"
"296","The user needs to be able to check used sources in a workflow easily (i.e. one click).","General Feedback","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","2","","","2026-01-28","2026-02-02","Negative","","","true","false"
"297","The user would like to be actively involved if multiple options to proceed arise.","General Feedback","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","1","","","2026-01-28","2026-02-02","Negative","","","true","false"
"298","The user would like to be able to adjust an existing workflow based on their needs (e.g. changing parameters).","General Feedback","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","2","","","2026-01-28","2026-02-10","Negative","","","true","false"
"299","The user would like to be able to also run parts of workflows only.","General Feedback","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","1","","","2026-01-28","2026-02-02","Negative","","","true","false"
"300","The user needs to be able to share workflows with other users individually.","Missing Feature","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","Identified - JIRA ticket exists","6","","","2026-01-28","2026-03-09","Negative","","","false","false"
"301","The user needs to be able to share workflows/ templates with certain user groups (e.g. department, legal area).","General Feedback","Direct Feedback;Interview Study","2026_01_Workflow_Expectations_Interview,Continous_Direct_Feedback_corporate","Mixed; Corporate Law Department","Workflow Squad","Workflows","All","Identified - JIRA ticket exists","5","","","2026-01-28","2026-04-20","Negative","","","false","false"
"302","The user wants to be able to provide access to workflows not only for individual workflows but also by workflow groups, that they can set up .","General Feedback","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","1","","","2026-01-28","2026-02-02","Negative","","","true","false"
"303","The user wants other users to only be able to use the workflow not edit it, so that their workflow is not ruined.","General Feedback","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","3","","","2026-01-28","2026-02-10","Negative","","","true","false"
"304","The user needs to be able to collaborate within workflows, i.e. not only one person can give input/ review steps in the workflow.","Missing Feature","Interview Study","2026_01_Workflow_Expectations_Interview,2026_02_Personas_Corporate","Mixed; Corporate Law Department","Workflow Squad","Workflows","All","New - Not yet discussed","5","""If multiple participants could input into the workflow, that's a universal tool"" (Corporate Personas)","","2026-01-28","2026-05-01","Negative","","","true","false"
"305","The user needs to be able to export the final result that a workflow produced for documentation/ sharing  purposes.","Missing Feature","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","2","","","2026-01-28","2026-02-10","Negative","","","true","false"
"306","The user needs to be able to use his own documents (e.g. files, folders) within workflows.","Improvement","Interview Study","2026_01_Workflow_Expectations_Interview,2025_12_KnowledgeBase_UCs_Interviews","Mixed; Mixed","Workflow Squad;Platform Squad","Workflows;Knowledge Base","All","Identified - JIRA ticket exists","5","","","2026-01-28","2026-04-20","Negative","","","false","false"
"307","The user would like to be able to use matrices in workflows.","General Feedback","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","4","","","2026-01-28","2026-02-10","Negative","","","true","false"
"308","The user would like the workflows to be able to use the drafting tools (i.e. canvas, word-add-in) for text creation.","General Feedback","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","4","","","2026-01-28","2026-02-10","Negative","","","true","false"
"309","The user wants to be able to store and use word documents within a knowledge base.","General Feedback","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","Identified - JIRA ticket exists","7","","","2026-01-28","2026-02-23","Negative","","","false","false"
"310","The user wants to be able to store and use PDF documents within a knowledge base.","General Feedback","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","Identified - JIRA ticket exists","5","","","2026-01-28","2026-04-20","Negative","","","false","false"
"311","The user wants to be able to store and use Excel documents within a knowledge base.","General Feedback","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","New - Not yet discussed","3","","","2026-01-28","2026-02-02","Negative","","","true","false"
"312","The user wants to be able to store and use Email documents within a knowledge base.","General Feedback","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","New - Not yet discussed","4","","","2026-01-28","2026-02-02","Negative","","","true","false"
