legacy_id,insight_type,status,country,sentiment,insight,mentions,source,jira_tickets,notes,is_new,unclassified,created_at,modified_at
90,Idea,New - Not yet discussed,All,Mixed,The user wants to be supported in taking the right measures to a request.,2,"202510-Canvas-Interview,2026_02_Personas_Corporate","","",t,t,2025-10-15,2026-05-01
335,General Feedback,Identified - JIRA ticket exists,All,Negative,The user wants to be able to add tags in the knowledge base to improve filtering and searchability.,2,2025_12_KnowledgeBase_UCs_Interviews,"","",t,f,2026-01-28,2026-02-02
359,Missing Feature,New - Not yet discussed,All,Negative,The user needs the settings to be easily discoverable in order to configure the tool to their needs.,2,2025_12_Word_Expectations_Usability,"","",t,f,2026-02-02,2026-02-02
360,General Feedback,Implemented - a solution is released,All,Negative,The user would like to be supported in answering questions about their own document.,2,2025_12_Word_Expectations_Usability,"","",f,f,2026-02-02,2026-03-05
336,General Feedback,Identified - JIRA ticket exists,All,Negative,The user wants to be able to ask questions to documents within their knowledge base in order to identify the answer.,2,2025_12_KnowledgeBase_UCs_Interviews,"","",t,f,2026-01-28,2026-02-02
454,Missing Feature,New - Not yet discussed,Germany,,Want inline AI clause suggestions in Word (Copilot-style) while drafting a contract,2,2026_02_Personas_Corporate,"","",t,f,2026-05-01,2026-05-01
395,Improvement,New - Not yet discussed,All,Negative,"The user needs the editor to save all made changes, when they change to another chat to avoid data loss.",2,Continous_Direct_Feedback_corporate,"","",t,f,2026-04-17,2026-04-17
286,General Feedback,Identified - JIRA ticket exists,All,Negative,The user needs to be able to (re-)name the individual workflows.,2,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-01-28,2026-02-10
293,General Feedback,Identified - JIRA ticket exists,All,Negative,The user would like to stay in control and decide whether they want suggestions for workflow improvements from the AI or not.,1,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-01-28,2026-02-02
297,General Feedback,Identified - JIRA ticket exists,All,Negative,The user would like to be actively involved if multiple options to proceed arise.,1,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-01-28,2026-02-02
302,General Feedback,Identified - JIRA ticket exists,All,Negative,"The user wants to be able to provide access to workflows not only for individual workflows but also by workflow groups, that they can set up .",1,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-01-28,2026-02-02
339,General Feedback,Identified - JIRA ticket exists,All,Negative,The user wants to be able to seleting whole folders  for usage in a prompt in order to not have select all documents manually.,1,2025_12_KnowledgeBase_UCs_Interviews,"","",t,f,2026-01-28,2026-02-02
363,General Feedback,Identified - JIRA ticket exists,All,Negative,The user would like to be supported in identifying who else needs to be involved in a specific case in a workflow to give them access to the case.,1,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-02-10,2026-02-10
364,General Feedback,Identified - JIRA ticket exists,All,Negative,The user would like to be able to set company specific elements for workflows that can be shared and reused.,1,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-02-10,2026-02-10
365,General Feedback,Identified - JIRA ticket exists,All,Negative,The user would like to have some guidance on how much information they need to provide to set up a workflow (step).,1,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-02-10,2026-02-10
366,General Feedback,Identified - JIRA ticket exists,All,Negative,The user would like to be able to get an overview of which documents have been processed or involved in a workflow in order to check that nothing was missing.,1,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-02-10,2026-02-10
320,General Feedback,Identified - JIRA ticket exists,All,Negative,The user wants to be able to store and use additional external data sources (e.g. laws from other countries) in a knowledge base.,1,2025_12_KnowledgeBase_UCs_Interviews,"","",t,f,2026-01-28,2026-02-02
48,General Feedback,New - Not yet discussed,All,Negative,The user needs the AI generated template to have a high quality.,1,Continous_Direct_Feedback_small_law_firm,"","",t,f,2025-10-09,2026-02-02
138,Idea,New - Not yet discussed,All,Mixed,Users want the ability to turn on/off numbering in a document.,1,202510-Canvas-Interview_Testing,"","",t,f,2025-11-04,2026-02-02
134,General Feedback,New - Not yet discussed,All,Negative,"The user doesn't want to have to differentiate beforehand between Canvas and Chat, but being able to open the canvas retrospectively for interactive editing, when they want to change sections and or do manual editing.",1,Continous_Direct_Feedback_big_law_firm,"","",t,f,2025-10-29,2026-02-02
130,Improvement,New - Not yet discussed,All,Negative,Missing logic between columns and across rows,1,2025_10_Beck_Feedback_Survey,"","",t,t,2025-10-20,2026-02-02
362,General Feedback,Identified - JIRA ticket exists,All,Negative,The user would like to be supported in prioritzing currently running workflows (and their results) to be able to know which one to focus on first.,1,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-02-10,2026-02-10
168,Idea,New - Not yet discussed,All,Mixed,Users want to replace prompting by filling Dropdowns in order to avoid having to write prompts.,1,202510-Canvas-Interview_Testing,"","",t,f,2025-11-04,2026-02-02
174,Idea,New - Not yet discussed,All,Mixed,The user wants the tool to highlight significant changes to them in order to easier navigate especially big edits that the tool makes to documents.,1,202510-Canvas-Interview_Testing,"","",t,f,2025-11-05,2026-02-02
112,General Feedback,New - Not yet discussed,All,Negative,The user doesn't want to see the interim results but only the final result.,1,2025_10_Beck_Feedback_Survey,"","",t,t,2025-10-15,2026-02-02
188,General Feedback,Well done - positive feedback outweighs negative,All,Positive,"No hallucinations, displayed results actually exist",1,Continous_Direct_Feedback_small_law_firm,"",customer has not tested Noxtua enough tho,f,t,2025-11-07,2026-02-02
191,Improvement,New - Not yet discussed,All,Negative,Source quality insufficient for legal writing. Links to Beck-Online with the source are missing in the documents.,1,Continous_Direct_Feedback_big_law_firm,"","",t,f,2025-11-07,2026-02-02
192,Improvement,New - Not yet discussed,All,Negative,User needs to be able to name the export to be able to continue working efficiently.,1,Continous_Direct_Feedback_corporate,"","",t,f,2025-11-07,2026-02-02
193,General Feedback,Well done - positive feedback outweighs negative,All,Negative,User need the chat export to be able to work efficiently.,1,Continous_Direct_Feedback_big_law_firm,"","",f,f,2025-11-07,2026-02-02
111,Improvement,New - Not yet discussed,All,Negative,The user expects the answer to be updated with the information from follow-up prompting instead of just appending it at the end.,1,2025_10_Beck_Feedback_Survey,"","",t,t,2025-10-15,2026-02-02
209,Improvement,New - Not yet discussed,All,Negative,"The user does not want to see citations that are not wrong, but granted in order to avoid having too many sources.",1,Continous_Direct_Feedback_corporate,"","",t,f,2025-11-14,2026-02-02
106,Missing Feature,New - Not yet discussed,All,Negative,"Language settings in the app- currently, it is not possible to set up the language of the app in Noxtua. It is set by the browser language.",1,Continous_Direct_Feedback_corporate,"","",t,t,2025-10-15,2026-02-02
96,General Feedback,New - Not yet discussed,All,Negative,The user needs a general workflow to check the different types of documents.,1,202510-Canvas-Interview,"","",t,t,2025-10-15,2026-02-02
217,General Feedback,Well done - positive feedback outweighs negative,All,Negative,The user wants to be supported to efficiently draft contracts.,1,Continous_Direct_Feedback_corporate,"","",f,t,2025-11-18,2026-02-02
218,General Feedback,New - Not yet discussed,All,Negative,The user needs the system to be able to process PDF content as input for the answer.,1,Continous_Direct_Feedback_corporate,"","",t,f,2025-11-18,2026-02-02
220,Improvement,New - Not yet discussed,All,Negative,The user needs the system to be more resistant to upper and lower case writing.,1,Continous_Direct_Feedback_corporate,"","",t,f,2025-11-18,2026-02-02
30,Idea,New - Not yet discussed,All,Mixed,The user doesn't understand how to use the workflows.,1,Continous_Direct_Feedback_corporate,"","",t,t,2025-10-08,2026-02-02
222,Missing Feature,New - Not yet discussed,All,Negative,"The user expects the tool to be able to translate legal findings into technical/product implications, in order to communicate them efficiently to other (non-legal) parties.",1,2025_11_Zalando_Hackathon,"","",t,f,2025-11-19,2026-02-02
224,Improvement,New - Not yet discussed,All,Negative,The users need to be able to easily understand the research output.,1,Continous_Direct_Feedback_corporate,"","",t,f,2025-11-20,2026-02-02
225,Improvement,New - Not yet discussed,All,Negative,The user needs the system to indicate legal uncertainty if there are alternative viewpoints or if there are ongoing debates.,1,Continous_Direct_Feedback_corporate,"","",t,f,2025-11-20,2026-02-02
226,Improvement,New - Not yet discussed,All,Negative,The user would like to be able to create slide and speaker bulletpoints for a specific topic to transfer that to powerpoint for speeches.,1,Continous_Direct_Feedback_corporate,"","",t,f,2025-11-20,2026-02-02
227,General Feedback,Well done - positive feedback outweighs negative,All,Negative,The user needs the system to be resistant to the way a prompt is worded.,1,Continous_Direct_Feedback_corporate,"","",f,f,2025-11-20,2026-02-02
229,Missing Feature,New - Not yet discussed,All,Negative,The user wants the system to automatically update matrices with new decisions.,1,Continous_Direct_Feedback_corporate,"","",t,t,2025-11-20,2026-02-02
230,Missing Feature,New - Not yet discussed,All,Negative,The user would like to be able to work in another chat while the prompt is running.,1,Continous_Direct_Feedback_corporate,"","",t,f,2025-11-20,2026-02-02
89,General Feedback,New - Not yet discussed,All,Negative,The user needs to be able to use their own templates.,1,202510-Canvas-Interview,"","",t,t,2025-10-15,2026-03-04
233,Improvement,New - Not yet discussed,All,Negative,"Answers are too long; users prefer shorter, more concise results.",1,Continous_Direct_Feedback_big_law_firm,"","",t,t,2025-11-30,2026-02-02
234,General Feedback,New - Not yet discussed,All,Negative,Overall Impression: Beck-Noxtua is currently not competitive with Libra and Legora,1,Continous_Direct_Feedback_big_law_firm,"","",t,t,2025-11-30,2026-02-02
237,Missing Feature,New - Not yet discussed,All,Negative,No Word plugin was available during beta phase; this was explicitly missed.,1,Continous_Direct_Feedback_big_law_firm,"","",t,t,2025-11-30,2026-02-02
238,Missing Feature,New - Not yet discussed,All,Negative,No playbook function for contract comparisons or template contracts.,1,Continous_Direct_Feedback_big_law_firm,"","",t,t,2025-11-30,2026-02-02
240,Missing Feature,New - Not yet discussed,All,Negative,A prompt library as a central working resource,1,Continous_Direct_Feedback_big_law_firm,"","",t,t,2025-11-30,2026-02-02
241,Missing Feature,New - Not yet discussed,All,Negative,Clear guidance options for controlled AI deployment (similar to a data room approach),1,Continous_Direct_Feedback_big_law_firm,"","",t,t,2025-11-30,2026-02-02
242,General Feedback,New - Not yet discussed,All,Negative,Stronger linking of references in pleadings or contracts,1,Continous_Direct_Feedback_big_law_firm,"","",t,t,2025-11-30,2026-02-02
243,Missing Feature,New - Not yet discussed,All,Negative,A follow-up question function implemented within the answer output window.,1,Continous_Direct_Feedback_corporate,"","",t,f,2025-11-30,2026-02-02
244,Missing Feature,New - Not yet discussed,All,Negative,The option to compare different documents uploaded within a matrix.,1,Continous_Direct_Feedback_corporate,"","",t,t,2025-11-30,2026-02-02
249,Improvement,New - Not yet discussed,All,Negative,"An option to set the context window size to 250,000 or higher would be desirable.",1,Continous_Direct_Feedback_small_law_firm,"","",t,f,2025-12-10,2026-02-02
250,Improvement,New - Not yet discussed,All,Negative,Implement VL capabilities in order to also be able to use floor plans for rental agreements.,1,Continous_Direct_Feedback_small_law_firm,"","",t,f,2025-12-10,2026-02-02
86,Missing Feature,New - Not yet discussed,All,Negative,The user needs to be able to access templates from the word-add-in in order to have everything in one place.,1,202510-Canvas-Interview,"","",t,t,2025-10-15,2026-02-02
84,Missing Feature,New - Not yet discussed,All,Negative,The user needs to be able to import on Matrixes to provide the system with more information.,1,Continous_Direct_Feedback_big_law_firm,"","",t,t,2025-10-14,2026-03-31
82,Missing Feature,New - Not yet discussed,All,Negative,The user wants to be able to share generated matrixes with their colleagues.,1,Continous_Direct_Feedback_big_law_firm,"","",t,t,2025-10-14,2026-02-02
260,Missing Feature,New - Not yet discussed,All,Negative,"The user expects change suggestions to come with the supporting law of the reason for the change, to see which source it was derived from.",1,2025_12_Word_Expectations_Usability,"","",t,f,2025-12-17,2026-02-02
261,Missing Feature,New - Not yet discussed,All,Negative,"The user needs to be able to get an overview of all changes to evaluate them in context, to be able to make a decision on each of the changes.",1,2025_12_Word_Expectations_Usability,"","",t,f,2025-12-17,2026-02-02
264,Improvement,New - Not yet discussed,All,Negative,"The user would like to be able to apply all changes after reviewing them, in order to not have to approve each one individually.",1,2025_12_Word_Expectations_Usability,"","",t,f,2025-12-17,2026-02-02
267,Missing Feature,New - Not yet discussed,All,Negative,The user would like to be able to tell the tool how harsh or lenient the AI should be when reviewing and suggesting changes to a document.,1,2025_12_Word_Expectations_Usability,"","",t,f,2025-12-17,2026-02-02
270,Improvement,New - Not yet discussed,All,Negative,The user wants to know which file is affected if one of the files can't be read.,1,Continous_Direct_Feedback_big_law_firm,"","",t,f,2026-01-02,2026-02-02
272,Improvement,New - Not yet discussed,All,Negative,The user need the document drafting to be more detailed in order to be able to continue working with the generated document.,1,Continous_Direct_Feedback_big_law_firm,"","",t,f,2026-01-02,2026-02-02
299,General Feedback,Identified - JIRA ticket exists,All,Negative,The user would like to be able to also run parts of workflows only.,1,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-01-28,2026-02-02
319,General Feedback,Identified - JIRA ticket exists,All,Negative,The user wants to be able to store and use additional legal commentary in a knowledge base.,1,2025_12_KnowledgeBase_UCs_Interviews,"","",t,f,2026-01-28,2026-02-02
343,Missing Feature,New - Not yet discussed,All,Negative,"The user would like to enable clients to take over parts of their work supported by AI, so that they are more the reviewing and strategic instance.",1,2025_11_Personas_M_B_Lawfirms,"","",t,f,2026-01-28,2026-02-02
348,Idea,New - Not yet discussed,All,Mixed,"The user needs a digital ""Schmierzettel"" in order to organize my thoughts and findings to put it together later.",1,2025_11_Personas_M_B_Lawfirms,"","",t,t,2026-01-28,2026-02-02
349,Missing Feature,New - Not yet discussed,All,Negative,"The user needs to be able to restrict certain features (such as file or outlook integration) for certain user groups, that work on highly confidential topics or are too junior to judge what can be shared.",1,2025_11_Personas_M_B_Lawfirms,"","",t,f,2026-01-28,2026-02-02
350,General Feedback,Well done - positive feedback outweighs negative,All,Negative,"The user needs to be always the one controlling where information is send by the tool (colleagues, clients etc.).",1,2025_11_Personas_M_B_Lawfirms,"","",f,t,2026-01-28,2026-02-02
353,General Feedback,New - Not yet discussed,All,Negative,"The user needs a quick overview of what the tool can and can not do, in order to start working with it and learning on the go.",1,2025_11_Personas_M_B_Lawfirms,"","",t,t,2026-01-28,2026-02-02
354,General Feedback,New - Not yet discussed,All,Negative,The user needs the tool to support using gender neutral/ inclusive speech or at least give me the opportunity to enable it.,1,2025_11_Personas_M_B_Lawfirms,"","",t,t,2026-01-28,2026-02-02
355,General Feedback,New - Not yet discussed,All,Negative,The user needs the tool to be able to work with documents in different languages.,1,2025_11_Personas_M_B_Lawfirms,"","",t,t,2026-01-28,2026-02-02
356,General Feedback,New - Not yet discussed,All,Negative,"The user needs the tool to be approved by the ""Anwältekammer"" in order to be able to trust it with confidential information.",1,2025_11_Personas_M_B_Lawfirms,"","",t,t,2026-01-28,2026-02-02
357,General Feedback,New - Not yet discussed,All,Negative,The user needs the producers of the AI to commit to ethical training of the AI to avoid bias and offer the option to notify them if a bias is encountered.,1,2025_11_Personas_M_B_Lawfirms,"","",t,f,2026-01-28,2026-02-02
368,Improvement,New - Not yet discussed,All,Negative,Beck-Noxtua is showing an incorrect date in the chat,1,Continous_Direct_Feedback_corporate,"","",t,f,2026-02-12,2026-02-12
369,General Feedback,Well done - positive feedback outweighs negative,All,Negative,The user wants onboarding ressources (like videos) to be available for them to learn how to use the tools.,1,Continous_Direct_Feedback_corporate,"","",f,f,2026-02-17,2026-02-17
370,General Feedback,New - Not yet discussed,All,Negative,"The user wants the chat to be structured like legal case files, in order to fit their usual structures.",1,Continous_Direct_Feedback_big_law_firm,"","",t,f,2026-02-23,2026-02-23
371,Improvement,New - Not yet discussed,All,Negative,The user needs a clearer structure of the sources overview in order to be able to work with it.,1,Continous_Direct_Feedback_big_law_firm,"","",t,f,2026-02-23,2026-02-23
373,Missing Feature,New - Not yet discussed,All,Negative,"Documents from DATEV DMS cannot be uploaded directly, they always get a file format error and have to save the file locally first as a workaround",1,Continous_Direct_Feedback_small_law_firm,"","",t,t,2026-02-25,2026-02-25
375,Improvement,New - Not yet discussed,All,Negative,The user expects the tool to not be biased by context that is given in a chat beforehand to stay objective.,1,Continous_Direct_Feedback_Distribution,"","",t,f,2026-03-02,2026-03-02
377,Idea,New - Not yet discussed,All,Mixed,The user needs to be able to mark a section in the chat and prompt referring to this section in order to work more efficiently.,1,Continous_Direct_Feedback_big_law_firm,"","",t,f,2026-03-02,2026-03-02
382,General Feedback,New - Not yet discussed,All,Negative,The user expect to be able to continue a chat even after a bit of time has passed.,1,Continous_Direct_Feedback_big_law_firm,"","",t,f,2026-03-16,2026-03-16
383,Improvement,New - Not yet discussed,All,Negative,The user needs the snippets of the citations to give them all context needed.,1,Continous_Publisher_Swiss_Noxtua,"","",t,f,2026-03-16,2026-03-16
384,Improvement,New - Not yet discussed,All,Negative,The user needs the chat overview to include when the chat happens.,1,Continous_Direct_Feedback_big_law_firm,"","",t,f,2026-03-16,2026-03-16
385,General Feedback,Well done - positive feedback outweighs negative,All,Negative,"If the prompt in a column is subsequently changed, the response is automatically updated, which is very important.",1,Continous_Direct_Feedback_corporate,"","",f,f,2026-03-30,2026-03-30
386,Missing Feature,New - Not yet discussed,All,Negative,"The user needs clear transparency on existing limitations, e.g. upload limitations.",1,Continous_Direct_Feedback_big_law_firm,"","",t,f,2026-03-31,2026-03-31
388,General Feedback,Well done - positive feedback outweighs negative,All,Negative,The users need the possibility to structure the data within the matrix in different ways.,1,2025_11_Beck_Feedback_Survey_2,"","",f,f,2026-03-31,2026-03-31
61,Improvement,New - Not yet discussed,All,Negative,The citation system should differentiate between primary and secondary sources.,1,Continous_Direct_Feedback_small_law_firm,"","",t,f,2025-10-10,2026-02-02
390,Improvement,New - Not yet discussed,All,Negative,"The user expects clear error messages, to be able to fix them, when uploads don't succeed in matrix analysis.",1,2025_11_Beck_Feedback_Survey_2,"","",t,f,2026-03-31,2026-03-31
391,Missing Feature,New - Not yet discussed,All,Negative,The user would like to be able to comment on matrixes in order to communicate with team members or other parties.,1,Continous_Direct_Feedback_big_law_firm,"","",t,f,2026-03-31,2026-03-31
392,Missing Feature,Identified - JIRA ticket exists,All,Negative,Users need to be able to add supporting documents to the Word-Add-In in order to adjust the document based on further info.,1,Continous_Direct_Feedback_corporate,"","",f,f,2026-04-17,2026-04-17
393,Missing Feature,Implemented - a solution is released,All,Negative,The user needs to be able to see and access old chats (within the Word-Add-In) in order to have access to all necessary information.,1,Continous_Direct_Feedback_corporate,"","",f,f,2026-04-17,2026-04-17
394,Missing Feature,Implemented - a solution is released,All,Negative,The User needs to be able to start a new chat (within the Word-Add-In) in order to start clean for a new topic.,1,Continous_Direct_Feedback_corporate,"","",f,f,2026-04-17,2026-04-17
396,Missing Feature,New - Not yet discussed,All,Negative,The user needs the Word-Add-In to be able to work with footnotes in order to have sources less prominent in the document.,1,Continous_Direct_Feedback_corporate,"","",t,f,2026-04-17,2026-04-17
397,Improvement,New - Not yet discussed,All,Negative,The user needs the tool to automatically select the right way of working in order to avoid having to do it manually.,1,Continous_Publisher_Swiss_Noxtua,"","",t,f,2026-04-17,2026-04-17
398,Improvement,New - Not yet discussed,All,Negative,The user needs the login to be smooth an easy and ideally not happen too often.,1,Continous_Direct_Feedback_corporate,"","",t,f,2026-04-17,2026-04-17
399,Improvement,New - Not yet discussed,All,Negative,"The user needs the last engaged chat to be at the top, not the last newly created one.",1,Continous_Publisher_PL_Noxtua,"","",t,f,2026-04-17,2026-04-17
400,Improvement,Identified - JIRA ticket exists,All,Negative,"The user experiences chat aborts and timeouts, particularly when processing large documents, preventing task completion.",1,Sparkasse_2026_04,"",Sentiment: Negative. Customer segment: Unknown (corporate/banking). Batch: feedback_batch_20260423.,f,f,2026-04-23,2026-04-23
401,Improvement,New - Not yet discussed,All,Negative,"Users find that legal reasoning and subsumption in answers is too shallow, with alternative solutions, risk assessments, and minority views often missing.",1,Bayrische_Landesbank_042026,"",Sentiment: Negative. Customer segment: Unknown (corporate/banking). Batch: feedback_batch_20260423.,t,f,2026-04-23,2026-04-23
403,Improvement,New - Not yet discussed,Germany,Negative,Multi-step reasoning is cut off after about 5 conversation turns; PDF upload size limits prevent processing larger documents.,1,Publisher Feedback - Beck Germany,CS-997,"",t,f,2026-04-30,2026-04-30
404,Missing Feature,New - Not yet discussed,Germany,Negative,Beck-Noxtua sales reports clients frequently ask for a chat-search feature because they don't name chats consistently and struggle to find prior conversations.,1,Publisher Feedback - Beck Germany,CS-1027,"",t,f,2026-04-30,2026-04-30
405,Improvement,New - Not yet discussed,Germany,Negative,German-speaking clients find it odd that the Thinking Process is shown in English while answers are in German; they want the thought process in the prompt language.,1,Publisher Feedback - Beck Germany,CS-1029,"",t,f,2026-04-30,2026-04-30
406,Improvement,New - Not yet discussed,Germany,Mixed,"Saved Matrix Analysis prompts disappear when re-opening ""Spalte bearbeiten""; users want Excel exports of a populated matrix to also include the prompts (separate sheet).",1,Publisher Feedback - Beck Germany,CS-1039,"",t,f,2026-04-30,2026-04-30
407,Improvement,New - Not yet discussed,Switzerland,Negative,"Citation format for Swiss federal laws and rulings must follow Swiss conventions (e.g. ""Art. 123 OR"" not ""OR - Art. 123""; BGer 5A_604/2024; BGE 148 III 161; plus Bundesstrafgericht/Bundesverwaltungsgericht/Bundespatentgericht each with own format).",1,Publisher Feedback - Swiss,CS-1046,"",t,f,2026-04-30,2026-04-30
408,Improvement,New - Not yet discussed,Switzerland,Negative,User should be able to collapse the Thinking Process with one click after it is generated.,1,Publisher Feedback - Swiss,CS-1048,"",t,f,2026-04-30,2026-04-30
409,Missing Feature,New - Not yet discussed,Switzerland,Negative,"Noxtua should send structured KPI/log data to HLV (TTFB, response time, conversation table, error stats, click tracking on legalis links, cited_sources) for performance monitoring and author royalty calculations - via API/webhook.",1,Publisher Feedback - Swiss,CS-1049,"",t,f,2026-04-30,2026-04-30
410,Improvement,New - Not yet discussed,Switzerland,Negative,"Until point-in-time legal queries are supported, older editions should be ranked lower than newer ones; also: support delete commands per bucket; avoid daily re-indexing of unchanged laws.",1,Publisher Feedback - Swiss,CS-1050,"",t,f,2026-04-30,2026-04-30
411,Missing Feature,New - Not yet discussed,Switzerland,Negative,Integrate cantonal jurisprudence and laws (entscheidsuche API + cantonal legal databases) into the knowledge base.,1,Publisher Feedback - Swiss,CS-1051,"",t,f,2026-04-30,2026-04-30
412,Improvement,New - Not yet discussed,Switzerland,Negative,Model must reflect the hierarchy of Swiss legal sources (federal vs cantonal precedence) and the differentiated binding effect of court decisions when ranking and answering.,1,Publisher Feedback - Swiss,CS-1052,"",t,f,2026-04-30,2026-04-30
413,Improvement,New - Not yet discussed,Switzerland,Mixed,"Use the legalis ""Verweise"" cross-reference structure to populate the Knowledge Graph and improve citation quality / document interconnection.",1,Publisher Feedback - Swiss,CS-1053,"",t,f,2026-04-30,2026-04-30
414,Improvement,New - Not yet discussed,Switzerland,Negative,Multilingual source matching: French-language questions should also surface German/Italian/English references (and reverse).,1,Publisher Feedback - Swiss,CS-1056,"",t,f,2026-04-30,2026-04-30
415,Improvement,New - Not yet discussed,Switzerland,Negative,"Broaden source coverage so multiple commentaries (BSK StGB/JStG, CR CP II, PraxKomm StGB, HK EMRK, etc.) are surfaced rather than a single source per topic.",1,Publisher Feedback - Swiss,CS-1057,"",t,f,2026-04-30,2026-04-30
416,Improvement,New - Not yet discussed,Switzerland,Negative,Source filtering / discovery still misses specific known works and rulings (e.g. BGer 6S.62/2000); filter on works/categories/rulings should be reliable.,1,Publisher Feedback - Swiss,CS-1059,"",t,f,2026-04-30,2026-04-30
417,Improvement,New - Not yet discussed,Switzerland,Negative,Right-pane / hover-box source previews currently show the start of the snippet - they should show the exact passage that proves the cited statement.,1,Publisher Feedback - Swiss,CS-1061,"",t,f,2026-04-30,2026-04-30
418,Missing Feature,New - Not yet discussed,Switzerland,Mixed,"Status request for the previously discussed ""3 model-suggested follow-up questions"" feature; if shipped, elisa needs them via API as well.",1,Publisher Feedback - Swiss,CS-1063,"",t,f,2026-04-30,2026-04-30
419,Improvement,New - Not yet discussed,Switzerland,Negative,Footnote handling in source previews: full snippet with footnotes is hard to read; need a smarter way to display footnote-rich passages.,1,Publisher Feedback - Swiss,CS-1064,"",t,f,2026-04-30,2026-04-30
420,Improvement,New - Not yet discussed,Switzerland,Negative,"Tool-call display in elisa's Thinking Process currently shows raw API function names (e.g. ""german_law_lookup""); needs human-readable labels.",1,Publisher Feedback - Swiss,CS-1065,"",t,f,2026-04-30,2026-04-30
422,Improvement,New - Not yet discussed,Switzerland,Mixed,Thinking Process should always be in the language of the prompt.,1,Publisher Feedback - Swiss,CS-1069,"",t,f,2026-04-30,2026-04-30
423,Missing Feature,New - Not yet discussed,Switzerland,Negative,Support templates for contracts and legal pleadings.,1,Publisher Feedback - Swiss,CS-1070,"",t,f,2026-04-30,2026-04-30
424,Improvement,New - Not yet discussed,Austria,Negative,"When uploaded documents are queried, the answer should reference the specific text passages used; in long documents users currently have to search manually for the cited paragraph.",1,Publisher Feedback - Manz,CS-1094,"",t,f,2026-04-30,2026-04-30
425,Improvement,New - Not yet discussed,Austria,Negative,Show the document date directly with each source - useful indicator of how current/outdated the content is.,1,Publisher Feedback - Manz,CS-1095,"",t,f,2026-04-30,2026-04-30
426,Improvement,New - Not yet discussed,Austria,Negative,"Court-level filter: when a question targets a specific court (e.g. OGH), only that court should be searched. Currently other courts are pulled in.",1,Publisher Feedback - Manz,CS-1097,"",t,f,2026-04-30,2026-04-30
427,Improvement,New - Not yet discussed,Switzerland,Negative,"After switching from legalis to entscheidsuche API for Bundesgerichtsentscheide, the citation format is no longer correct - needs adjustment for cantonal rulings index.",1,Publisher Feedback - Swiss,CS-1109,"",t,f,2026-04-30,2026-04-30
428,Improvement,New - Not yet discussed,Switzerland,Negative,Avoid listing the exact same source multiple times in the same paragraph.,1,Publisher Feedback - Swiss,CS-1111,"",t,f,2026-04-30,2026-04-30
429,Improvement,New - Not yet discussed,Switzerland,Negative,Follow-up questions are answered without taking the prior question's context (e.g. the previously named statute) into account - context is not carried forward.,1,Publisher Feedback - Swiss,CS-1112,"",t,f,2026-04-30,2026-04-30
60,General Feedback,New - Not yet discussed,All,Negative,Formularhandbücher used as a substitute source: unsuitable for doctrinal questions,1,Continous_Direct_Feedback_small_law_firm,"","",t,f,2025-10-10,2026-02-02
433,General Feedback,New - Not yet discussed,Germany,,AI helps decode unfamiliar business-unit jargon to clarify what the case is even about,1,2026_02_Personas_Corporate,"","",t,f,2026-05-01,2026-05-01
434,Missing Feature,New - Not yet discussed,Germany,,"AI should ingest requests from multiple input channels (email, intranet form, voice/phone) into one structured intake",1,2026_02_Personas_Corporate,"","",t,f,2026-05-01,2026-05-01
435,Missing Feature,New - Not yet discussed,Germany,,AI should balance workload across team members based on current capacity,1,2026_02_Personas_Corporate,"","",t,f,2026-05-01,2026-05-01
436,Missing Feature,New - Not yet discussed,Germany,,AI should keep requesters informed of progress automatically,1,2026_02_Personas_Corporate,"","",t,f,2026-05-01,2026-05-01
437,Missing Feature,New - Not yet discussed,Germany,,"Gamification elements (streaks, daily nudges) would motivate consistent tool use",1,2026_02_Personas_Corporate,"","",t,f,2026-05-01,2026-05-01
438,Missing Feature,New - Not yet discussed,Germany,,Want comparative drafting where AI redlines existing Word doc minimally rather than regenerating a new draft,1,2026_02_Personas_Corporate,"","",t,f,2026-05-01,2026-05-01
439,Missing Feature,New - Not yet discussed,Germany,,"Need AI to flag cross-clause and cross-domain (tax, antitrust) impacts when one clause changes",1,2026_02_Personas_Corporate,"","",t,f,2026-05-01,2026-05-01
440,Missing Feature,New - Not yet discussed,Germany,,Want to generate visual diagrams (Schaubilder) of contractual relationships from large contracts,1,2026_02_Personas_Corporate,"","",t,f,2026-05-01,2026-05-01
441,Missing Feature,New - Not yet discussed,Germany,,"Need a tabular overview of contractual obligations, rights, and termination notice periods extracted from a contract",1,2026_02_Personas_Corporate,"","",t,f,2026-05-01,2026-05-01
442,Missing Feature,New - Not yet discussed,Germany,,Need AI to optimize my own English drafting on demand ('make this proper legal English'),1,2026_02_Personas_Corporate,"","",t,f,2026-05-01,2026-05-01
