id,insight,type,sourceTypes,source,userGroup,squads,features,country,status,mentions,quotes,notes,created,lastModified,sentiment,publisher,jira,isNew,unclassified,core_insight,insight_type,mention_count,source_label,customer_segment,affected_squads,affected_features,mentionHistory,statusHistory,qa_reviewed,qa_reviewed_at,featurebase_id,featurebase_board_id,featurebase_synced_at,featurebase_votes
298,The user would like to be able to adjust an existing workflow based on their needs (e.g. changing parameters).,General Feedback,Interview Study,2026_01_Workflow_Expectations_Interview,Mixed,Workflow Squad,Workflows,All,New – Not yet discussed,2,,,2026-01-28,2026-02-10,Negative,,,true,false,The user would like to be able to adjust an existing workflow based on their needs (e.g. changing parameters).,General Feedback,2,2026_01_Workflow_Expectations_Interview,Mixed,Workflow Squad,Workflows,"[{""date"": ""2026-06-22"", ""count"": 2, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
299,The user would like to be able to also run parts of workflows only.,General Feedback,Interview Study,2026_01_Workflow_Expectations_Interview,Mixed,Workflow Squad,Workflows,All,New – Not yet discussed,1,,,2026-01-28,2026-02-02,Negative,,,true,false,The user would like to be able to also run parts of workflows only.,General Feedback,1,2026_01_Workflow_Expectations_Interview,Mixed,Workflow Squad,Workflows,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
300,The user needs to be able to share workflows with other users individually.,Missing Feature,Interview Study,2026_01_Workflow_Expectations_Interview,Mixed,Workflow Squad,Workflows,All,Identified - JIRA ticket exists,6,,,2026-01-28,2026-03-09,Negative,,,false,false,The user needs to be able to share workflows with other users individually.,Missing Feature,6,2026_01_Workflow_Expectations_Interview,Mixed,Workflow Squad,Workflows,"[{""date"": ""2026-06-22"", ""count"": 6, ""source"": ""baseline"", ""status"": ""Identified - JIRA ticket exists""}]","[{""date"": ""2026-06-22"", ""status"": ""Identified - JIRA ticket exists""}]",,,6a51224703cf284364f8720f,,2026-07-10T17:25:53.452847Z,6
301,"The user needs to be able to share workflows/ templates with certain user groups (e.g. department, legal area).",General Feedback,Direct Feedback;Interview Study,"2026_01_Workflow_Expectations_Interview,Continous_Direct_Feedback_corporate",Mixed; Corporate Law Department,Workflow Squad,Workflows,All,Identified - JIRA ticket exists,5,,,2026-01-28,2026-04-20,Negative,,,false,false,"The user needs to be able to share workflows/ templates with certain user groups (e.g. department, legal area).",General Feedback,5,"2026_01_Workflow_Expectations_Interview,Continous_Direct_Feedback_corporate",Mixed; Corporate Law Department,Workflow Squad,Workflows,"[{""date"": ""2026-06-22"", ""count"": 5, ""source"": ""baseline"", ""status"": ""Identified - JIRA ticket exists""}]","[{""date"": ""2026-06-22"", ""status"": ""Identified - JIRA ticket exists""}]",,,,,,
302,"The user wants to be able to provide access to workflows not only for individual workflows but also by workflow groups, that they can set up .",General Feedback,Interview Study,2026_01_Workflow_Expectations_Interview,Mixed,Workflow Squad,Workflows,All,New – Not yet discussed,1,,,2026-01-28,2026-02-02,Negative,,,true,false,"The user wants to be able to provide access to workflows not only for individual workflows but also by workflow groups, that they can set up .",General Feedback,1,2026_01_Workflow_Expectations_Interview,Mixed,Workflow Squad,Workflows,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
303,"The user wants other users to only be able to use the workflow not edit it, so that their workflow is not ruined.",General Feedback,Interview Study,2026_01_Workflow_Expectations_Interview,Mixed,Workflow Squad,Workflows,All,Implemented - a solution is released,3,,,2026-01-28,2026-02-10,Negative,,,true,false,"The user wants other users to only be able to use the workflow not edit it, so that their workflow is not ruined.",General Feedback,3,2026_01_Workflow_Expectations_Interview,Mixed,Workflow Squad,Workflows,"[{""date"": ""2026-06-22"", ""count"": 3, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-06-29"", ""status"": ""Implemented - a solution is released""}]",,,,,,
304,"The user needs to be able to collaborate within workflows, i.e. not only one person can give input/ review steps in the workflow.",Missing Feature,Interview Study,"2026_01_Workflow_Expectations_Interview,2026_02_Personas_Corporate",Mixed; Corporate Law Department,Workflow Squad,Workflows,All,Identified - JIRA ticket exists,5,"""If multiple participants could input into the workflow, that's a universal tool"" (Corporate Personas)",,2026-01-28,2026-07-08,Negative,,,true,false,"The user needs to be able to collaborate within workflows, i.e. not only one person can give input/ review steps in the workflow.",Missing Feature,5,"2026_01_Workflow_Expectations_Interview,2026_02_Personas_Corporate",Mixed; Corporate Law Department,Workflow Squad,Workflows,"[{""date"": ""2026-06-22"", ""count"": 5, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-08"", ""status"": ""Identified - JIRA ticket exists""}]",,,6a51224d8dc979d466a6aa7b,,2026-07-10T17:25:54.561182Z,5
305,The user needs to be able to export the final result that a workflow produced for documentation/ sharing purposes.,Missing Feature,Interview Study,2026_01_Workflow_Expectations_Interview,Mixed,Workflow Squad,Workflows,All,New – Not yet discussed,2,,,2026-01-28,2026-07-08,Negative,,,true,false,The user needs to be able to export the final result that a workflow produced for documentation/ sharing purposes.,Missing Feature,2,2026_01_Workflow_Expectations_Interview,Mixed,Workflow Squad,Workflows,"[{""date"": ""2026-06-22"", ""count"": 2, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
306,"The user needs to be able to use his own documents (e.g. files, folders) within workflows.",Improvement,Interview Study,"2026_01_Workflow_Expectations_Interview,2025_12_KnowledgeBase_UCs_Interviews",Mixed,Workflow Squad;Platform Squad,Workflows;Knowledge Base,All,Identified - JIRA ticket exists,6,"[2026-07-22] ""das hochladen von Wissensquellen ist nur bei Templates aber nicht im Chat möglich …"" (SELF 21)",,2026-01-28,2026-07-22,Negative,,,false,false,"The user needs to be able to use his own documents (e.g. files, folders) within workflows.",Improvement,6,"2026_01_Workflow_Expectations_Interview,2025_12_KnowledgeBase_UCs_Interviews",Mixed,Workflow Squad;Platform Squad,Workflows;Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 5, ""source"": ""baseline"", ""status"": ""Identified - JIRA ticket exists""}, {""date"": ""2026-07-22"", ""count"": 6, ""source"": ""feedback_batch_20260722"", ""status"": ""Identified - JIRA ticket exists""}]","[{""date"": ""2026-06-22"", ""status"": ""Identified - JIRA ticket exists""}]",,,,,,
307,The user would like to be able to use matrices in workflows.,General Feedback,Interview Study,2026_01_Workflow_Expectations_Interview,Mixed,Workflow Squad,Workflows,All,Identified - JIRA ticket exists,4,,,2026-01-28,2026-07-08,Negative,,,true,false,The user would like to be able to use matrices in workflows.,General Feedback,4,2026_01_Workflow_Expectations_Interview,Mixed,Workflow Squad,Workflows,"[{""date"": ""2026-06-22"", ""count"": 4, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-08"", ""status"": ""Identified - JIRA ticket exists""}]",,,,,,
308,"The user would like the workflows to be able to use the drafting tools (i.e. canvas, word-add-in) for text creation.",General Feedback,Interview Study,2026_01_Workflow_Expectations_Interview,Mixed,Workflow Squad,Workflows,All,Identified - JIRA ticket exists,4,,,2026-01-28,2026-07-08,Negative,,,true,false,"The user would like the workflows to be able to use the drafting tools (i.e. canvas, word-add-in) for text creation.",General Feedback,4,2026_01_Workflow_Expectations_Interview,Mixed,Workflow Squad,Workflows,"[{""date"": ""2026-06-22"", ""count"": 4, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-08"", ""status"": ""Identified - JIRA ticket exists""}]",,,,,,
309,The user wants to be able to store and use word documents within a knowledge base.,General Feedback,Interview Study,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,All,Planned for development,7,,,2026-01-28,2026-07-08,Negative,,,false,false,The user wants to be able to store and use word documents within a knowledge base.,General Feedback,7,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 7, ""source"": ""baseline"", ""status"": ""Identified - JIRA ticket exists""}]","[{""date"": ""2026-06-22"", ""status"": ""Identified - JIRA ticket exists""}, {""date"": ""2026-07-08"", ""status"": ""Planned for development""}]",,,,,,
310,The user wants to be able to store and use PDF documents within a knowledge base.,General Feedback,Interview Study,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,All,Planned for development,5,,,2026-01-28,2026-07-08,Negative,,,false,false,The user wants to be able to store and use PDF documents within a knowledge base.,General Feedback,5,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 5, ""source"": ""baseline"", ""status"": ""Identified - JIRA ticket exists""}]","[{""date"": ""2026-06-22"", ""status"": ""Identified - JIRA ticket exists""}, {""date"": ""2026-07-08"", ""status"": ""Planned for development""}]",,,,,,
311,The user wants to be able to store and use Excel documents within a knowledge base.,General Feedback,Interview Study,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,All,Planned for development,3,,,2026-01-28,2026-07-08,Negative,,,true,false,The user wants to be able to store and use Excel documents within a knowledge base.,General Feedback,3,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 3, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-08"", ""status"": ""Planned for development""}]",,,,,,
312,The user wants to be able to store and use Email documents within a knowledge base.,General Feedback,Interview Study,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,All,Planned for development,4,,,2026-01-28,2026-02-02,Negative,,,true,false,The user wants to be able to store and use Email documents within a knowledge base.,General Feedback,4,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 4, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-06-29"", ""status"": ""Planned for development""}]",,,,,,
313,The user wants to be able to store and use Powerpoint documents within a knowledge base.,General Feedback,Interview Study,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,All,Identified - JIRA ticket exists,4,,,2026-01-28,2026-02-02,Negative,,,true,false,The user wants to be able to store and use Powerpoint documents within a knowledge base.,General Feedback,4,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 4, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-08-10"", ""status"": ""Identified - JIRA ticket exists""}]",,,,,,
314,The user wants to be able to store and use format templates from a knowledge base.,General Feedback,Direct Feedback;Interview Study,"2025_12_KnowledgeBase_UCs_Interviews,2025_11_Beck_Feedback_Survey_2",Mixed,Platform Squad,Knowledge Base,All,Identified - JIRA ticket exists,6,,,2026-01-28,2026-04-13,Negative,Beck Germany,,false,false,The user wants to be able to store and use format templates from a knowledge base.,General Feedback,6,"2025_12_KnowledgeBase_UCs_Interviews,2025_11_Beck_Feedback_Survey_2",Mixed,Platform Squad,Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 6, ""source"": ""baseline"", ""status"": ""Identified - JIRA ticket exists""}]","[{""date"": ""2026-06-22"", ""status"": ""Identified - JIRA ticket exists""}]",,,,,,
315,"The users would like to be able to use old files, that can be accessed to draft documents.",General Feedback,Direct Feedback;Interview Study;Usability Testing,"202510-Canvas-Interview_Testing,2025_10_Beck_Feedback_Survey,2025_11_Beck_Feedback_Survey_2,Continous_Direct_Feedback_big_law_firm,Continous_Direct_Feedback_corporate,2025_12_KnowledgeBase_UCs_Interviews,2025_11_Personas_M_B_Lawfirms",Mixed; Big Law Firm; Corporate Law Department,Platform Squad;Drafting Squad,Canvas;Document Storage,All,Identified - JIRA ticket exists,9,,,2026-01-28,2026-02-02,Negative,Beck Germany,,false,false,"The users would like to be able to use old files, that can be accessed to draft documents.",General Feedback,9,"202510-Canvas-Interview_Testing,2025_10_Beck_Feedback_Survey,2025_11_Beck_Feedback_Survey_2,Continous_Direct_Feedback_big_law_firm,Continous_Direct_Feedback_corporate,2025_12_KnowledgeBase_UCs_Interviews,2025_11_Personas_M_B_Lawfirms",Mixed; Big Law Firm; Corporate Law Department,Platform Squad;Drafting Squad,Canvas;Document Storage,"[{""date"": ""2026-06-22"", ""count"": 9, ""source"": ""baseline"", ""status"": ""Identified - JIRA ticket exists""}]","[{""date"": ""2026-06-22"", ""status"": ""Identified - JIRA ticket exists""}]",,,,,,
316,The user wants to be able to store and use pleadings in a knowledge base.,General Feedback,Interview Study,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,All,Planned for development,3,,,2026-01-28,2026-07-08,Negative,,,true,false,The user wants to be able to store and use pleadings in a knowledge base.,General Feedback,3,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 3, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-08"", ""status"": ""Planned for development""}]",,,,,,
317,The user wants to be able to store and use rulings/ judgements in a knowledge base.,General Feedback,Interview Study,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,All,Planned for development,2,,,2026-01-28,2026-07-08,Negative,,,true,false,The user wants to be able to store and use rulings/ judgements in a knowledge base.,General Feedback,2,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 2, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-08"", ""status"": ""Planned for development""}]",,,,,,
318,The user wants to be able to store and use internal guidelines in a knowledge base.,General Feedback,Interview Study,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,All,Planned for development,3,,,2026-01-28,2026-07-08,Negative,,,true,false,The user wants to be able to store and use internal guidelines in a knowledge base.,General Feedback,3,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 3, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-08"", ""status"": ""Planned for development""}]",,,,,,
319,The user wants to be able to store and use additional legal commentary in a knowledge base.,General Feedback,Interview Study,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,All,Planned for development,1,,,2026-01-28,2026-07-08,Negative,,,true,false,The user wants to be able to store and use additional legal commentary in a knowledge base.,General Feedback,1,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-08"", ""status"": ""Planned for development""}]",,,,,,
320,The user wants to be able to store and use additional external data sources (e.g. laws from other countries) in a knowledge base.,General Feedback,Interview Study,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,All,Planned for development,1,,,2026-01-28,2026-07-08,Negative,,,true,false,The user wants to be able to store and use additional external data sources (e.g. laws from other countries) in a knowledge base.,General Feedback,1,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-08"", ""status"": ""Planned for development""}]",,,,,,
321,The user wants to be able to manually select documents from the knowledge base for a prompt.,General Feedback,Interview Study,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,All,Implemented - a solution is released,6,,,2026-01-28,2026-07-08,Negative,,,false,false,The user wants to be able to manually select documents from the knowledge base for a prompt.,General Feedback,6,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 6, ""source"": ""baseline"", ""status"": ""Identified - JIRA ticket exists""}]","[{""date"": ""2026-06-22"", ""status"": ""Identified - JIRA ticket exists""}, {""date"": ""2026-07-08"", ""status"": ""Implemented - a solution is released""}]",,,,,,
322,The user needs the solution to work really well to be able to let the solution choose relevant documents from within the knowledge base on its own for a case.,General Feedback,Interview Study,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,All,Identified - JIRA ticket exists,7,,,2026-01-28,2026-04-13,Mixed,,,false,false,The user needs the solution to work really well to be able to let the solution choose relevant documents from within the knowledge base on its own for a case.,General Feedback,7,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 7, ""source"": ""baseline"", ""status"": ""Identified - JIRA ticket exists""}]","[{""date"": ""2026-06-22"", ""status"": ""Identified - JIRA ticket exists""}]",,,,,,
323,The user needs to be able to get an overview of existing documents within the knowledge base.,Missing Feature,Interview Study,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,All,Identified - JIRA ticket exists,5,,,2026-01-28,2026-07-08,Negative,,,true,false,The user needs to be able to get an overview of existing documents within the knowledge base.,Missing Feature,5,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 5, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-08"", ""status"": ""Identified - JIRA ticket exists""}]",,,6a5122548dc979d466a70d6f,,2026-07-10T17:25:55.654951Z,5
324,The user needs documents within the knowledge base to have meta data available to them.,Missing Feature,Interview Study,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,All,Planned for development,3,,,2026-01-28,2026-07-08,Negative,,,true,false,The user needs documents within the knowledge base to have meta data available to them.,Missing Feature,3,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 3, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-08"", ""status"": ""Planned for development""}]",,,6a5122595bdcefcb1e77d4d6,,2026-07-10T17:25:56.758205Z,3
325,The user needs to create folders within the knowledge base in order to be able to structure their documents.,General Feedback,Interview Study,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,All,Planned for development,2,,,2026-01-28,2026-07-08,Negative,,,true,false,The user needs to create folders within the knowledge base in order to be able to structure their documents.,General Feedback,2,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 2, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-08"", ""status"": ""Planned for development""}]",,,,,,
326,The user needs to be able to share files in the knowledge base with individual users.,General Feedback,Interview Study,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,All,Identified - JIRA ticket exists,3,,,2026-01-28,2026-07-08,Negative,,,true,false,The user needs to be able to share files in the knowledge base with individual users.,General Feedback,3,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 3, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-08"", ""status"": ""Identified - JIRA ticket exists""}]",,,,,,
327,The user needs to be able to share files in the knowledge base with ceratin teams.,Missing Feature,Interview Study,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,All,New – Not yet discussed,2,,,2026-01-28,2026-07-08,Negative,,,true,false,The user needs to be able to share files in the knowledge base with ceratin teams.,Missing Feature,2,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 2, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
328,The user needs to be able to share files in the knowledge base with all users.,General Feedback,Interview Study,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,All,Planned for development,3,,,2026-01-28,2026-07-08,Negative,,,true,false,The user needs to be able to share files in the knowledge base with all users.,General Feedback,3,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 3, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-08"", ""status"": ""Planned for development""}]",,,,,,
329,The user needs also people without license to be able to input documents into a knowledge base as input material.,Missing Feature,Interview Study,"2025_12_KnowledgeBase_UCs_Interviews,2025_11_Personas_M_B_Lawfirms",Mixed; Big Law Firm,Platform Squad,Knowledge Base,All,Identified - JIRA ticket exists,3,,,2026-01-28,2026-07-08,Negative,,,true,false,The user needs also people without license to be able to input documents into a knowledge base as input material.,Missing Feature,3,"2025_12_KnowledgeBase_UCs_Interviews,2025_11_Personas_M_B_Lawfirms",Mixed; Big Law Firm,Platform Squad,Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 3, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-08"", ""status"": ""Identified - JIRA ticket exists""}]",,,6a51225dba59b90f02b8a295,,2026-07-10T17:25:57.869703Z,3
330,The user needs content from the documents within the knowledge base to be cited precisely word by word.,General Feedback,Interview Study,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,All,Planned for development,7,,,2026-01-28,2026-07-08,Negative,,,false,false,The user needs content from the documents within the knowledge base to be cited precisely word by word.,General Feedback,7,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 7, ""source"": ""baseline"", ""status"": ""Identified - JIRA ticket exists""}]","[{""date"": ""2026-06-22"", ""status"": ""Identified - JIRA ticket exists""}, {""date"": ""2026-07-08"", ""status"": ""Planned for development""}]",,,,,,
331,The user needs content from the documents within the knowledge base to be used only as reference (not exact matching of phrasing).,General Feedback,Interview Study,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,All,Identified - JIRA ticket exists,8,,,2026-01-28,2026-07-08,Negative,,,false,false,The user needs content from the documents within the knowledge base to be used only as reference (not exact matching of phrasing).,General Feedback,8,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 8, ""source"": ""baseline"", ""status"": ""Identified - JIRA ticket exists""}]","[{""date"": ""2026-06-22"", ""status"": ""Identified - JIRA ticket exists""}]",,,,,,
332,The user needs to be able to search through documents within the knowledge base.,Missing Feature,Interview Study,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,All,Identified - JIRA ticket exists,3,,,2026-01-28,2026-02-02,Negative,,,true,false,The user needs to be able to search through documents within the knowledge base.,Missing Feature,3,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 3, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-06-29"", ""status"": ""Identified - JIRA ticket exists""}]",,,6a512261ba59b90f02b8e84f,,2026-07-10T17:25:58.963283Z,3
333,The user needs to be able to manually add and edit meta information of a file stored in the knowledge base.,General Feedback,Interview Study,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,All,Planned for development,3,,,2026-01-28,2026-02-02,Negative,,,true,false,The user needs to be able to manually add and edit meta information of a file stored in the knowledge base.,General Feedback,3,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 3, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-08-10"", ""status"": ""Planned for development""}]",,,,,,
334,The user wants to be able to retrace from which document a information orginiated from.,General Feedback,Interview Study,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,All,Implemented - a solution is released,5,,,2026-01-28,2026-04-20,Negative,,,false,false,The user wants to be able to retrace from which document a information orginiated from.,General Feedback,5,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 5, ""source"": ""baseline"", ""status"": ""Implemented - a solution is released""}]","[{""date"": ""2026-06-22"", ""status"": ""Implemented - a solution is released""}]",,,,,,
335,The user wants to be able to add tags in the knowledge base to improve filtering and searchability.,General Feedback,Interview Study,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,All,New – Not yet discussed,2,,,2026-01-28,2026-02-02,Negative,,,true,false,The user wants to be able to add tags in the knowledge base to improve filtering and searchability.,General Feedback,2,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 2, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
336,The user wants to be able to ask questions to documents within their knowledge base in order to identify the answer.,General Feedback,Interview Study,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,All,New – Not yet discussed,2,,,2026-01-28,2026-02-02,Negative,,,true,false,The user wants to be able to ask questions to documents within their knowledge base in order to identify the answer.,General Feedback,2,2025_12_KnowledgeBase_UCs_Interviews,Mixed,Platform Squad,Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 2, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
